   0.0000000000000000e+00   1.1040637760141190e+00
   3.3444816053511706e-01   1.0548997176571002e+00
   6.6889632107023411e-01   9.1389968938915522e-01
   1.0033444816053512e+00   6.9985181528443330e-01
   1.3377926421404682e+00   4.4133422655537002e-01
   1.6722408026755853e+00   1.7188206631940628e-01
   2.0066889632107023e+00  -7.6325894553078089e-02
   2.3411371237458196e+00  -2.7791620079109208e-01
   2.6755852842809364e+00  -4.1667614389414970e-01
   3.0100334448160533e+00  -4.8446147322892413e-01
   3.3444816053511706e+00  -4.7836902129600195e-01
   3.6789297658862878e+00  -3.9862812392916347e-01
   4.0133779264214047e+00  -2.4881121667774783e-01
   4.3478260869565215e+00  -3.8208925134908103e-02
   4.6822742474916392e+00   2.1545742506021681e-01
   5.0167224080267561e+00   4.8543619096708684e-01
   5.3511705685618729e+00   7.3889574582733997e-01
   5.6856187290969897e+00   9.4269778223220035e-01
   6.0200668896321066e+00   1.0696013167451057e+00
   6.3545150501672243e+00   1.1027232012111925e+00
   6.6889632107023411e+00   1.0376933839276925e+00
   7.0234113712374580e+00   8.8310880731903085e-01
   7.3578595317725757e+00   6.5959664582478650e-01
   7.6923076923076925e+00   3.9694009291228000e-01
   8.0267558528428093e+00   1.2889520646416897e-01
   8.3612040133779271e+00  -1.1316452501516037e-01
   8.6956521739130430e+00  -3.0530821834714644e-01
   9.0301003344481607e+00  -4.3279821655285017e-01
   9.3645484949832785e+00  -4.8855464764164136e-01
   9.6989966555183944e+00  -4.7028310903466203e-01
   1.0033444816053512e+01  -3.7867775187783714e-01
   1.0367892976588628e+01  -2.1804868671581762e-01
   1.0702341137123746e+01   1.0880846695082592e-03
   1.1036789297658864e+01   2.5948302113439947e-01
   1.1371237458193979e+01   5.2908777968539233e-01
   1.1705685618729097e+01   7.7657966633084552e-01
   1.2040133779264213e+01   9.6938996337638006e-01
   1.2374581939799331e+01   1.0817363722547007e+00
   1.2709030100334449e+01   1.0986971906143530e+00
   1.3043478260869565e+01   1.0180360198982352e+00
   1.3377926421404682e+01   8.5043106242699174e-01
   1.3712374581939800e+01   6.1827238098321224e-01
   1.4046822742474916e+01   3.5240578967800812e-01
   1.4381270903010034e+01   8.6630522579095051e-02
   1.4715719063545151e+01  -1.4862709844914898e-01
   1.5050167224080267e+01  -3.3092645735132015e-01
   1.5384615384615385e+01  -4.4695951309890175e-01
   1.5719063545150501e+01  -4.9062848391590824e-01
   1.6053511705685619e+01  -4.6019723152813630e-01
   1.6387959866220736e+01  -3.5684388887642249e-01
   1.6722408026755854e+01  -1.8569168375869852e-01
   1.7056856187290968e+01   4.1444104362327434e-02
   1.7391304347826086e+01   3.0378240297129577e-01
   1.7725752508361204e+01   5.7207819745620381e-01
   1.8060200668896321e+01   8.1268936871122788e-01
   1.8394648829431439e+01   9.9378704240770976e-01
   1.8729096989966557e+01   1.0911604033646818e+00
   1.9063545150501671e+01   1.0918987581193338e+00
   1.9397993311036789e+01   9.9590712784359214e-01
   1.9732441471571907e+01   8.1591565838137570e-01
   2.0066889632107024e+01   5.7599011040006642e-01
   2.0401337792642142e+01   3.0788483863248722e-01
   2.0735785953177256e+01   4.5260991227549341e-02
   2.1070234113712374e+01  -1.8253664935277045e-01
   2.1404682274247492e+01  -3.5459401055642870e-01
   2.1739130434782609e+01  -4.5898302444494476e-01
   2.2073578595317727e+01  -4.9051498548616052e-01
   2.2408026755852841e+01  -4.4798193241486817e-01
   2.2742474916387959e+01  -3.3308725707812153e-01
   2.3076923076923077e+01  -1.5185409196569288e-01
   2.3411371237458194e+01   8.2538127471184469e-02
   2.3745819397993312e+01   3.4780306668482591e-01
   2.4080267558528426e+01   6.1363793478503836e-01
   2.4414715719063544e+01   8.4628572368599220e-01
   2.4749163879598662e+01   1.0148476187676241e+00
   2.5083612040133779e+01   1.0968093194479318e+00
   2.5418060200668897e+01   1.0813332813637246e+00
