   0.0000000000000000e+00   9.2541135112247800e-05
   3.3444816053511706e-01   8.8977518067004239e-05
   6.6889632107023411e-01   7.8389267060247436e-05
   1.0033444816053512e+00   6.1114720894743000e-05
   1.3377926421404682e+00   3.7811203443979736e-05
   1.6722408026755853e+00   9.5672848217898715e-06
   2.0066889632107023e+00  -2.1990910954189687e-05
   2.3411371237458196e+00  -5.4639460540970116e-05
   2.6755852842809364e+00  -8.5580335017018918e-05
   3.0100334448160533e+00  -1.1157711463252205e-04
   3.3444816053511706e+00  -1.2921437874110586e-04
   3.6789297658862878e+00  -1.3527135512391203e-04
   4.0133779264214047e+00  -1.2717755166797475e-04
   4.3478260869565215e+00  -1.0349683256391213e-04
   4.6822742474916392e+00  -6.4370260807931386e-05
   5.0167224080267561e+00  -1.1840192585226766e-05
   5.3511705685618729e+00   5.0019042616369360e-05
   5.6856187290969897e+00   1.1522384818117910e-04
   6.0200668896321066e+00   1.7629125015661721e-04
   6.3545150501672243e+00   2.2493415246029196e-04
   6.6889632107023411e+00   2.5299874280607798e-04
   7.0234113712374580e+00   2.5355865733413577e-04
   7.3578595317725757e+00   2.2204339200670677e-04
   7.6923076923076925e+00   1.5725237441406467e-04
   8.0267558528428093e+00   6.2096415496721281e-05
   8.3612040133779271e+00  -5.6081190650160359e-05
   8.6956521739130430e+00  -1.8571918945733593e-04
   9.0301003344481607e+00  -3.1185044268406721e-04
   9.3645484949832785e+00  -4.1750323116728362e-04
   9.6989966555183944e+00  -4.8560302589132698e-04
   1.0033444816053512e+01  -5.0120443601249661e-04
   1.0367892976588628e+01  -4.5381097713811859e-04
   1.0702341137123746e+01  -3.3948870390265956e-04
   1.1036789297658864e+01  -1.6245874939184275e-04
   1.1371237458193979e+01   6.4128738228793328e-05
   1.1705685618729097e+01   3.1847672288228267e-04
   1.2040133779264213e+01   5.7161508920524696e-04
   1.2374581939799331e+01   7.9006474656144932e-04
   1.2709030100334449e+01   9.3953116317289670e-04
   1.3043478260869565e+01   9.8930258218388406e-04
   1.3377926421404682e+01   9.1688166567846627e-04
   1.3712374581939800e+01   7.1227305173189939e-04
   1.4046822742474916e+01   3.8130399504784115e-04
   1.4381270903010034e+01  -5.2613928437083649e-05
   1.4715719063545151e+01  -5.4876032337980408e-04
   1.5050167224080267e+01  -1.0517035908001338e-03
   1.5384615384615385e+01  -1.4962464761152777e-03
   1.5719063545150501e+01  -1.8144441035636361e-03
   1.6053511705685619e+01  -1.9441069320084354e-03
   1.6387959866220736e+01  -1.8379147066946459e-03
   1.6722408026755854e+01  -1.4720459963311356e-03
   1.7056856187290968e+01  -8.5310973729104170e-04
   1.7391304347826086e+01  -2.2184175336846038e-05
   1.7725752508361204e+01   9.4505124353430549e-04
   1.8060200668896321e+01   1.9427561223955118e-03
   1.8394648829431439e+01   2.8441025730908420e-03
   1.8729096989966557e+01   3.5147260805556144e-03
   1.9063545150501671e+01   3.8293377008959575e-03
   1.9397993311036789e+01   3.6897689629748513e-03
   1.9732441471571907e+01   3.0422557640279956e-03
   2.0066889632107024e+01   1.8915405498474227e-03
   2.0401337792642142e+01   3.0944615513038169e-04
   2.0735785953177256e+01  -1.5640283098652154e-03
   2.1070234113712374e+01  -3.5283428748573817e-03
   2.1404682274247492e+01  -5.3391042841906917e-03
   2.1739130434782609e+01  -6.7330465184466557e-03
   2.2073578595317727e+01  -7.4594167689162605e-03
   2.2408026755852841e+01  -7.3148041961513047e-03
   2.2742474916387959e+01  -6.1775317303445852e-03
   2.3076923076923077e+01  -4.0370908682754881e-03
   2.3411371237458194e+01  -1.0138766776581216e-03
   2.3745819397993312e+01   2.6351695256274922e-03
   2.4080267558528426e+01   6.5283437685241799e-03
   2.4414715719063544e+01   1.0189902255320297e-02
   2.4749163879598662e+01   1.3098749344442259e-02
   2.5083612040133779e+01   1.4751253483943167e-02
   2.5418060200668897e+01   1.4731583009959746e-02
   2.5752508361204015e+01   1.2780830884926419e-02
