   0.0000000000000000e+00   9.2541135112247800e-05   0.0000000000000000e+00  -6.3718185492363808e-05   0.0000000000000000e+00
   3.3444816053511706e-01   8.8977518067004239e-05  -2.1157042737740539e-05  -6.2800930079324547e-05   5.8933470247481091e-06
   6.6889632107023411e-01   7.8389267060247436e-05  -4.1654881772530539e-05  -5.9776147348719806e-05   1.3307479218513125e-05
   1.0033444816053512e+00   6.1114720894743000e-05  -6.0664205106320214e-05  -5.3899606187342395e-05   2.3334657919893117e-05
   1.3377926421404682e+00   3.7811203443979736e-05  -7.7063416929064939e-05  -4.4167680512670912e-05   3.6283107322096920e-05
   1.6722408026755853e+00   9.5672848217898715e-06  -8.9404161025263286e-05  -2.9629969182595273e-05   5.1457613571051475e-05
   2.0066889632107023e+00  -2.1990910954189687e-05  -9.5989084317326184e-05  -9.7478721039408211e-06   6.7120649382870334e-05
   2.3411371237458196e+00  -5.4639460540970116e-05  -9.5066188973929713e-05   1.5266786257451832e-05   8.0653118977224315e-05
   2.6755852842809364e+00  -8.5580335017018918e-05  -8.5121792866870154e-05   4.4200702462764271e-05   8.8904836897306556e-05
   3.0100334448160533e+00  -1.1157711463252205e-04  -6.5232895367509981e-05   7.4734904583409608e-05   8.8695700612518051e-05
   3.3444816053511706e+00  -1.2921437874110586e-04  -3.5422889534628019e-05   1.0352893029722454e-04   7.7402850968146929e-05
   3.6789297658862878e+00  -1.3527135512391203e-04   3.0450564743310122e-06   1.2650938683635041e-04   5.3550383161428232e-05
   4.0133779264214047e+00  -1.2717755166797475e-04   4.7502911227199863e-05   1.3934858458580519e-04   1.7309230283308664e-05
   4.3478260869565215e+00  -1.0349683256391213e-04   9.3896899835764830e-05   1.3808746729341323e-04  -2.9182378806352543e-05
   4.6822742474916392e+00  -6.4370260807931386e-05   1.3702667676813461e-04   1.1982859876215823e-04  -8.1752253470210681e-05
   5.0167224080267561e+00  -1.1840192585226766e-05   1.7101200861932965e-04   8.3403685707987910e-05  -1.3442870341119802e-04
   5.3511705685618729e+00   5.0019042616369360e-05   1.8996074094577680e-04   2.9909733604166185e-05  -1.7998676886830716e-04
   5.6856187290969897e+00   1.1522384818117910e-04   1.8877695027267054e-04  -3.6988801829341590e-05  -2.1077407466394815e-04
   6.0200668896321066e+00   1.7629125015661721e-04   1.6401690489727374e-04  -1.1107626951553087e-04  -2.1974013053354269e-04
   6.3545150501672243e+00   2.2493415246029196e-04   1.1467770151094388e-04  -1.8397216673472121e-04  -2.0155333272999822e-04
   6.6889632107023411e+00   2.5299874280607798e-04   4.2793634786396470e-05  -2.4589455227807221e-04  -1.5366080729351753e-04
   7.0234113712374580e+00   2.5355865733413577e-04  -4.6278249445059951e-05  -2.8675531542603694e-04  -7.7133030819498492e-05
   7.3578595317725757e+00   2.2204339200670677e-04  -1.4397789296550627e-04  -2.9748855282623211e-04   2.2858106716167319e-05
   7.6923076923076925e+00   1.5725237441406467e-04  -2.3912072988242837e-04  -2.7146561193696175e-04   1.3705072302200826e-04
   8.0267558528428093e+00   6.2096415496721281e-05  -3.1893367977101647e-04  -2.0581582839679499e-04   2.5266779049442885e-04
   8.3612040133779271e+00  -5.6081190650160359e-05  -3.7048432940631556e-04  -1.0245705642229373e-04   3.5456389441798457e-04
   8.6956521739130430e+00  -1.8571918945733593e-04  -3.8237503179069075e-04   3.1350656163729555e-05   4.2687718571830791e-04
   9.0301003344481607e+00  -3.1185044268406721e-04  -3.4651714235637182e-04   1.8307952265349692e-04   4.5504341069726659e-04
   9.3645484949832785e+00  -4.1750323116728362e-04  -2.5976011189485335e-04   3.3572751950638330e-04   4.2796062187430792e-04
   9.6989966555183944e+00  -4.8560302589132698e-04  -1.2513330124359337e-04   4.6934080818815133e-04   3.4004209865706389e-04
   1.0033444816053512e+01  -5.0120443601249661e-04   4.7529112886046470e-05   5.6318042830709458e-04   1.9286918019661807e-04
   1.0367892976588628e+01  -4.5381097713811859e-04   2.4176501950420631e-04   5.9835029326950123e-04  -3.8383929712175642e-06
   1.0702341137123746e+01  -3.3948870390265956e-04   4.3557158048068245e-04   5.6061294136982589e-04  -2.3217498231403657e-04
   1.1036789297658864e+01  -1.6245874939184275e-04   6.0340807598652214e-04   4.4304930175509513e-04  -4.6708482616038965e-04
   1.1371237458193979e+01   6.4128738228793328e-05   7.1899853104981761e-04   2.4818161952341097e-04  -6.7852579883477537e-04
   1.1705685618729097e+01   3.1847672288228267e-04   7.5869209470979821e-04  -1.0814108836726573e-05  -8.3466170910295387e-04
