   0.0000000000000000e+00   1.1037844829627117e+00   0.0000000000000000e+00  -8.7883536487517233e-01   0.0000000000000000e+00
   3.3444816053511706e-01   1.0546331667092486e+00  -2.8421991650135592e-01  -8.2079973580293597e-01   3.3784501599088657e-01
   6.6889632107023411e-01   9.1367082644006570e-01  -5.3064998546287567e-01  -6.5285207658695121e-01   6.3297335017577616e-01
   1.0033444816053512e+00   6.9968334365715790e-01  -7.0627845822572011e-01  -3.9740619053485871e-01   8.2999532190333225e-01
   1.3377926421404682e+00   4.4124376408172450e-01  -7.8906732942892532e-01  -9.7671259260309062e-02   8.7805615262002745e-01
   1.6722408026755853e+00   1.7187910992543529e-01  -7.7364072735777933e-01   1.8992233964576277e-01   7.6895010286633037e-01
   2.0066889632107023e+00  -7.6241672277994041e-02  -6.7220277162545150e-01   4.1667663563355672e-01   5.5556731501025958e-01
   2.3411371237458196e+00  -2.7775485102804398e-01  -5.0862151604074402e-01   5.6153927276299331e-01   3.2529511297115388e-01
   2.6755852842809364e+00  -4.1645673317481280e-01  -3.0865418949808826e-01   6.3426533996208789e-01   1.4737468917596352e-01
   3.0100334448160533e+00  -4.8421250286623013e-01  -9.2202182786758402e-02   6.6011766017166540e-01   3.5406763443301514e-02
   3.3444816053511706e+00  -4.7813043403552075e-01   1.2821026770521171e-01   6.5794879377031590e-01  -5.1144165541203268e-02
   3.6789297658862878e+00  -3.9845312647478415e-01   3.4290195830174414e-01   6.2590751599694716e-01  -1.7212233048235737e-01
   4.0133779264214047e+00  -2.4876457563970528e-01   5.3834080715351340e-01   5.4281680013663314e-01  -3.6093413443690814e-01
   4.3478260869565215e+00  -3.8358941087818663e-02   6.9340716191272123e-01   3.8448000132342974e-01  -5.9391508502348955e-01
   4.6822742474916392e+00   2.1505292396746609e-01   7.8204080506652318e-01   1.4554918473630529e-01  -7.9552541218144412e-01
   5.0167224080267561e+00   4.8474527634798270e-01   7.8169049813235669e-01  -1.4764402020261969e-01  -8.8071891784816536e-01
   5.3511705685618729e+00   7.3792282238375817e-01   6.8282687279591703e-01  -4.4356045930928900e-01  -8.0602083914597955e-01
   5.6856187290969897e+00   9.4148565948906426e-01   4.9380532538411104e-01  -6.8678839421331084e-01  -5.8887393697362711e-01
   6.0200668896321066e+00   1.0682273878580799e+00   2.3891494686598280e-01  -8.3745606932509631e-01  -2.8329732067889069e-01
   6.3545150501672243e+00   1.1012949884964107e+00  -4.7663815526921338e-02  -8.7628492978447170e-01   5.7124210834318845e-02
   6.6889632107023411e+00   1.0363452370039519e+00  -3.2785291663703031e-01  -7.9924589485397757e-01   3.9092349951846650e-01
   7.0234113712374580e+00   8.8199537870575495e-01  -5.6431504606690508e-01  -6.1479763913667274e-01   6.7353172233947856e-01
   7.3578595317725757e+00   6.5887697876521945e-01  -7.2543889937688377e-01  -3.4872300365700060e-01   8.4829775845694444e-01
   7.6923076923076925e+00   3.9675196775131771e-01  -7.9167592161596345e-01  -4.7374389332695221e-02   8.6893407015955559e-01
   8.0267558528428093e+00   1.2932786731641455e-01  -7.6071782633291751e-01   2.3250379912530872e-01   7.3723661590178136e-01
   8.3612040133779271e+00  -1.1208938765531611e-01  -6.4729570761592992e-01   4.4576047080227754e-01   5.1464364687755371e-01
